"SERIAL","NUMPREC","puma","county","location_name","um_distance","GQ","VEHICLES","rent","age","grade_level"
303589,3,8625,"Miami-Dade","Coral Gables North (NEAR UM!)","VERY CLOSE",1,1,3000,21,"15"
303619,2,1114,"Miami-Dade","Miami-Dade PUMA 1114","N/A",1,2,1800,25,"16"
303619,2,1114,"Miami-Dade","Miami-Dade PUMA 1114","N/A",1,2,1800,27,"16"
304054,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1700,27,"16"
304095,3,1902,"Palm Beach","Palm Beach PUMA 1902","N/A",1,2,1700,22,"15"
304108,2,102,"Miami-Dade","North Miami","Far",1,2,1100,23,"15"
304183,2,1103,"Miami-Dade","Coconut Grove","Very Close",1,1,2000,19,"15"
304283,5,1111,"Miami-Dade","South Miami & Pinecrest","Very Close",1,4,3000,21,"15"
304302,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1400,20,"15"
304365,2,8606,"Miami-Dade","South Miami Heights","Close",1,1,1500,30,"15"
304539,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1400,30,"15"
304621,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1000,21,"15"
304684,2,1110,"Miami-Dade","Westchester","Close",1,2,2000,26,"16"
304684,2,1110,"Miami-Dade","Westchester","Close",1,2,2000,27,"16"
304714,3,904,"Miami-Dade","Allapattah","Far",1,3,2400,23,"15"
304714,3,904,"Miami-Dade","Allapattah","Far",1,3,2400,24,"15"
304714,3,904,"Miami-Dade","Allapattah","Far",1,3,2400,24,"15"
304837,1,903,"Miami-Dade","Little Haiti","Far",1,1,1800,27,"16"
304841,3,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,1,1900,18,"15"
304841,3,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,1,1900,19,"15"
304970,4,8607,"Miami-Dade","Kendall Sunset","Moderate",1,2,2000,19,"15"
305014,2,901,"Miami-Dade","Miami-Dade PUMA 901","N/A",1,2,2500,24,"16"
305199,2,1114,"Miami-Dade","Miami-Dade PUMA 1114","N/A",1,2,1500,20,"15"
305642,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,4000,24,"15"
305642,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,4000,21,"15"
305642,4,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,4000,21,"15"
305809,2,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,2,2200,25,"15"
305838,2,1901,"Palm Beach","Palm Beach PUMA 1901","N/A",1,2,1200,25,"15"
305931,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1500,20,"15"
305979,3,5706,"Palm Beach","Palm Beach PUMA 5706","N/A",1,1,2400,19,"15"
306160,5,8623,"Miami-Dade","South Dade","Far",1,3,1300,19,"15"
306261,3,8616,"Miami-Dade","Kendall Central","Moderate",1,2,3000,21,"15"
306316,2,8609,"Miami-Dade","Miami-Dade PUMA 8609","N/A",1,2,2000,25,"15"
306497,2,8624,"Miami-Dade","Miami-Dade PUMA 8624","N/A",1,1,1800,25,"15"
306498,3,8622,"Miami-Dade","Cutler Bay South","Far",1,3,1700,23,"15"
306498,3,8622,"Miami-Dade","Cutler Bay South","Far",1,3,1700,19,"15"
306561,5,1108,"Miami-Dade","Kendall Lakes","Moderate",1,2,1900,24,"16"
306561,5,1108,"Miami-Dade","Kendall Lakes","Moderate",1,2,1900,19,"15"
306561,5,1108,"Miami-Dade","Kendall Lakes","Moderate",1,2,1900,18,"15"
306574,3,1106,"Miami-Dade","Doral","Moderate",1,2,3100,25,"15"
306738,1,102,"Miami-Dade","North Miami","Far",1,1,680,25,"16"
306880,4,8624,"Miami-Dade","Miami-Dade PUMA 8624","N/A",1,2,2000,22,"16"
306918,5,8607,"Miami-Dade","Kendall Sunset","Moderate",1,4,1900,18,"15"
307022,1,905,"Miami-Dade","Miami-Dade PUMA 905","N/A",1,2,390,26,"16"
307177,5,8623,"Miami-Dade","South Dade","Far",1,4,1700,20,"15"
307225,2,2101,"Palm Beach","Palm Beach PUMA 2101","N/A",1,2,1500,24,"16"
307234,3,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,1,3900,29,"15"
307247,4,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,3,1600,21,"15"
307247,4,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,3,1600,18,"15"
307267,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,990,21,"15"
307350,3,905,"Miami-Dade","Miami-Dade PUMA 905","N/A",1,1,1500,28,"15"
307389,5,2101,"Palm Beach","Palm Beach PUMA 2101","N/A",1,5,1000,18,"15"
307460,4,1114,"Miami-Dade","Miami-Dade PUMA 1114","N/A",1,3,1100,22,"15"
307538,3,6100,"Broward","Broward PUMA 6100","N/A",1,1,750,24,"15"
307550,1,902,"Miami-Dade","Miami Shores","Far",1,9,1300,29,"15"
307553,4,8611,"Miami-Dade","Olympia Heights","Close",1,2,1300,27,"15"
307684,3,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,3,1400,25,"15"
307777,4,8618,"Miami-Dade","Kendall South","Moderate",1,2,3500,20,"15"
307779,3,5709,"Palm Beach","Palm Beach PUMA 5709","N/A",1,1,2600,20,"15"
307811,1,8620,"Miami-Dade","Cutler Bay","Far",1,2,4300,20,"15"
307904,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,9,910,21,"15"
308243,2,8613,"Miami-Dade","Pinecrest","Close",1,1,3400,27,"15"
308331,1,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,1,2400,30,"16"
308375,2,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,9,2100,21,"15"
308409,2,8616,"Miami-Dade","Kendall Central","Moderate",1,2,1100,26,"16"
308409,2,8616,"Miami-Dade","Kendall Central","Moderate",1,2,1100,25,"16"
308419,4,2102,"Palm Beach","Palm Beach PUMA 2102","N/A",1,3,1300,21,"15"
308472,3,8621,"Miami-Dade","Palmetto Bay","Close",1,3,3100,21,"15"
308600,1,398,"Miami-Dade","Miami-Dade PUMA 398","N/A",1,2,2100,23,"15"
308670,2,902,"Miami-Dade","Miami Shores","Far",1,2,1900,24,"16"
308670,2,902,"Miami-Dade","Miami Shores","Far",1,2,1900,24,"16"
308691,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1700,19,"15"
308702,6,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,2,3000,18,"15"
308807,5,8619,"Miami-Dade","Homestead","Far",1,4,3200,20,"15"
308925,5,8613,"Miami-Dade","Pinecrest","Close",1,1,3600,23,"15"
309001,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,4,1300,21,"15"
309001,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,4,1300,21,"15"
309001,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,4,1300,21,"15"
309001,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,4,1300,20,"15"
309004,4,905,"Miami-Dade","Miami-Dade PUMA 905","N/A",1,4,3300,18,"15"
309414,4,8622,"Miami-Dade","Cutler Bay South","Far",1,3,2500,20,"15"
309443,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1100,21,"15"
309478,2,8605,"Miami-Dade","Coral Gables West (NEAR UM!)","VERY CLOSE",1,2,2700,23,"16"
309529,2,8613,"Miami-Dade","Pinecrest","Close",1,9,1100,20,"15"
309600,5,1115,"Miami-Dade","Miami-Dade PUMA 1115","N/A",1,2,2900,18,"15"
309668,2,1106,"Miami-Dade","Doral","Moderate",1,1,1900,27,"16"
309671,5,8607,"Miami-Dade","Kendall Sunset","Moderate",1,2,2500,18,"15"
309755,1,8608,"Miami-Dade","Kendall West","Moderate",1,1,2300,23,"15"
309975,6,8607,"Miami-Dade","Kendall Sunset","Moderate",1,4,1700,21,"15"
310149,2,8621,"Miami-Dade","Palmetto Bay","Close",1,2,2700,19,"15"
310170,2,8602,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,1,1500,23,"16"
310176,4,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,4,4100,24,"16"
310176,4,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,4,4100,26,"16"
310176,4,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,4,4100,26,"16"
310176,4,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,4,4100,26,"16"
310187,1,8613,"Miami-Dade","Pinecrest","Close",1,9,2000,26,"16"
310226,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1300,23,"16"
310235,8,8611,"Miami-Dade","Olympia Heights","Close",1,3,3000,21,"15"
310251,1,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,2500,28,"15"
310307,2,8611,"Miami-Dade","Olympia Heights","Close",1,9,2400,24,"15"
310413,1,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,1,1000,20,"15"
310646,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,650,20,"15"
310712,2,8621,"Miami-Dade","Palmetto Bay","Close",1,1,2000,21,"15"
310978,2,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,1,410,19,"15"
310978,2,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,1,410,19,"15"
311018,3,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,3,3300,24,"15"
311244,2,8616,"Miami-Dade","Kendall Central","Moderate",1,1,1100,25,"16"
311259,3,2101,"Palm Beach","Palm Beach PUMA 2101","N/A",1,3,3500,20,"15"
311517,1,8616,"Miami-Dade","Kendall Central","Moderate",1,9,2000,28,"16"
311577,4,8616,"Miami-Dade","Kendall Central","Moderate",1,3,2600,20,"15"
311595,2,1109,"Miami-Dade","Kendall East","Moderate",1,1,2000,29,"16"
311728,5,5706,"Palm Beach","Palm Beach PUMA 5706","N/A",1,4,590,26,"16"
311728,5,5706,"Palm Beach","Palm Beach PUMA 5706","N/A",1,4,590,19,"15"
311754,5,8625,"Miami-Dade","Coral Gables North (NEAR UM!)","VERY CLOSE",1,2,1600,18,"15"
311860,1,8601,"Miami-Dade","West Kendall","Moderate",1,1,2200,26,"16"
311891,6,8617,"Miami-Dade","Southwest Miami-Dade","Far",1,1,1200,19,"15"
311976,3,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,1,2400,27,"16"
312022,4,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,1,2200,20,"15"
312022,4,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,1,2200,18,"15"
312239,2,8613,"Miami-Dade","Pinecrest","Close",1,1,1200,28,"16"
312559,3,8616,"Miami-Dade","Kendall Central","Moderate",1,9,2200,19,"15"
312626,3,500,"Miami-Dade","Miami-Dade PUMA 500","N/A",1,1,2500,18,"15"
312662,3,8608,"Miami-Dade","Kendall West","Moderate",1,2,1700,26,"16"
312752,4,903,"Miami-Dade","Little Haiti","Far",1,5,1200,20,"15"
313072,4,8613,"Miami-Dade","Pinecrest","Close",1,4,1400,22,"15"
313324,5,8622,"Miami-Dade","Cutler Bay South","Far",1,4,2000,26,"15"
313382,4,8601,"Miami-Dade","West Kendall","Moderate",1,9,2200,18,"15"
313518,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1000,23,"16"
313645,2,904,"Miami-Dade","Allapattah","Far",1,2,1600,24,"16"
313756,4,8609,"Miami-Dade","Miami-Dade PUMA 8609","N/A",1,1,2000,20,"15"
313945,4,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,1300,21,"15"
314053,2,6100,"Broward","Broward PUMA 6100","N/A",1,4,1200,19,"15"
314053,2,6100,"Broward","Broward PUMA 6100","N/A",1,4,1200,21,"15"
314121,3,1104,"Miami-Dade","Little Havana","Moderate",1,1,1300,19,"15"
314369,2,902,"Miami-Dade","Miami Shores","Far",1,4,1500,22,"16"
314371,2,8620,"Miami-Dade","Cutler Bay","Far",1,2,3100,26,"15"
314389,4,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,4,4000,28,"16"
314405,4,8601,"Miami-Dade","West Kendall","Moderate",1,2,1600,24,"15"
314462,2,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,2,3000,23,"15"
314487,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,810,22,"15"
314487,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,810,21,"15"
314489,1,398,"Miami-Dade","Miami-Dade PUMA 398","N/A",1,1,700,29,"16"
314528,2,2103,"Palm Beach","Palm Beach PUMA 2103","N/A",1,9,4400,24,"15"
314784,2,8601,"Miami-Dade","West Kendall","Moderate",1,1,2200,19,"15"
314785,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,2,1700,19,"15"
315035,7,1116,"Miami-Dade","Miami-Dade PUMA 1116","N/A",1,3,3200,18,"15"
315153,2,8601,"Miami-Dade","West Kendall","Moderate",1,2,2200,30,"16"
315167,4,8618,"Miami-Dade","Kendall South","Moderate",1,2,3000,21,"15"
315192,3,8620,"Miami-Dade","Cutler Bay","Far",1,2,1200,20,"15"
315356,1,1104,"Miami-Dade","Little Havana","Moderate",1,1,1200,20,"15"
315586,2,903,"Miami-Dade","Little Haiti","Far",1,2,1600,27,"16"
315618,2,902,"Miami-Dade","Miami Shores","Far",1,2,1400,27,"15"
315695,1,1104,"Miami-Dade","Little Havana","Moderate",1,2,2200,28,"16"
315851,1,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,9,1000,27,"16"
315863,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,870,20,"15"
315933,1,8617,"Miami-Dade","Southwest Miami-Dade","Far",1,1,1900,28,"15"
315976,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1800,25,"16"
315976,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1800,25,"16"
315996,1,6100,"Broward","Broward PUMA 6100","N/A",1,1,1300,26,"16"
316095,4,1110,"Miami-Dade","Westchester","Close",1,2,1500,20,"15"
316274,4,798,"Miami-Dade","Miami-Dade PUMA 798","N/A",1,1,800,29,"16"
316460,5,8607,"Miami-Dade","Kendall Sunset","Moderate",1,2,1900,21,"15"
316523,3,2101,"Palm Beach","Palm Beach PUMA 2101","N/A",1,3,2100,20,"15"
316532,2,8611,"Miami-Dade","Olympia Heights","Close",1,1,1700,25,"15"
316667,3,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,9,1300,20,"15"
316703,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1500,21,"15"
316703,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1500,21,"15"
316774,4,8623,"Miami-Dade","South Dade","Far",1,2,1500,19,"15"
316777,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1000,20,"15"
316777,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1000,20,"15"
316808,2,1902,"Palm Beach","Palm Beach PUMA 1902","N/A",1,2,2000,24,"15"
316826,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1500,22,"15"
316874,3,8608,"Miami-Dade","Kendall West","Moderate",1,2,1700,19,"15"
316926,1,8608,"Miami-Dade","Kendall West","Moderate",1,1,1800,23,"16"
316931,4,8616,"Miami-Dade","Kendall Central","Moderate",1,2,4100,22,"15"
316960,2,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,2,2700,27,"15"
316960,2,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,2,2700,24,"16"
317085,4,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,4,2200,23,"16"
317234,2,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,9,290,23,"16"
317234,2,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,9,290,25,"16"
317306,2,8622,"Miami-Dade","Cutler Bay South","Far",1,2,1500,25,"15"
317377,4,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,4,4800,20,"15"
317377,4,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,4,4800,20,"15"
317377,4,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,4,4800,20,"15"
317545,4,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,3,2600,20,"15"
317750,2,1107,"Miami-Dade","Kendall West","Moderate",1,2,1200,30,"16"
317765,1,1109,"Miami-Dade","Kendall East","Moderate",1,1,2100,25,"15"
317800,2,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,860,19,"15"
317800,2,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,860,21,"15"
317803,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1600,21,"15"
317899,3,798,"Miami-Dade","Miami-Dade PUMA 798","N/A",1,3,1700,19,"15"
317899,3,798,"Miami-Dade","Miami-Dade PUMA 798","N/A",1,3,1700,20,"15"
317899,3,798,"Miami-Dade","Miami-Dade PUMA 798","N/A",1,3,1700,19,"15"
317947,2,1116,"Miami-Dade","Miami-Dade PUMA 1116","N/A",1,2,1800,22,"16"
317984,8,8624,"Miami-Dade","Miami-Dade PUMA 8624","N/A",1,9,2200,30,"15"
317984,8,8624,"Miami-Dade","Miami-Dade PUMA 8624","N/A",1,9,2200,23,"15"
318012,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,2200,25,"16"
318012,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,2200,29,"16"
318029,4,8601,"Miami-Dade","West Kendall","Moderate",1,4,900,20,"15"
318029,4,8601,"Miami-Dade","West Kendall","Moderate",1,4,900,23,"15"
318029,4,8601,"Miami-Dade","West Kendall","Moderate",1,4,900,20,"15"
318029,4,8601,"Miami-Dade","West Kendall","Moderate",1,4,900,20,"15"
318315,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,9,780,27,"16"
318371,2,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,2,1800,26,"16"
318395,2,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,1400,23,"15"
318504,3,8609,"Miami-Dade","Miami-Dade PUMA 8609","N/A",1,2,1800,27,"15"
318802,6,8621,"Miami-Dade","Palmetto Bay","Close",1,2,3500,18,"15"
318899,3,2103,"Palm Beach","Palm Beach PUMA 2103","N/A",1,2,4400,21,"15"
318899,3,2103,"Palm Beach","Palm Beach PUMA 2103","N/A",1,2,4400,19,"15"
318974,6,1113,"Miami-Dade","Miami-Dade PUMA 1113","N/A",1,3,3700,19,"15"
319267,2,8608,"Miami-Dade","Kendall West","Moderate",1,1,2800,28,"15"
319357,2,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,2,1800,21,"15"
319524,1,1108,"Miami-Dade","Kendall Lakes","Moderate",1,1,2300,22,"16"
319553,5,8601,"Miami-Dade","West Kendall","Moderate",1,2,2600,26,"15"
319718,4,8602,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,2,1600,29,"15"
319816,2,500,"Miami-Dade","Miami-Dade PUMA 500","N/A",1,2,1600,29,"16"
319836,1,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,1,1700,25,"15"
319842,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,760,20,"15"
320058,6,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,4,3500,19,"15"
320058,6,8610,"Miami-Dade","Coral Gables Central (UM CAMPUS!)","VERY CLOSE",1,4,3500,21,"15"
320137,5,8620,"Miami-Dade","Cutler Bay","Far",1,2,2000,21,"15"
320220,1,8613,"Miami-Dade","Pinecrest","Close",1,1,2000,22,"16"
320255,2,905,"Miami-Dade","Miami-Dade PUMA 905","N/A",1,2,2100,23,"15"
320255,2,905,"Miami-Dade","Miami-Dade PUMA 905","N/A",1,2,2100,23,"15"
320413,3,8608,"Miami-Dade","Kendall West","Moderate",1,2,3000,19,"15"
320447,5,8603,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,2,2000,24,"15"
320511,2,8607,"Miami-Dade","Kendall Sunset","Moderate",1,2,2500,25,"16"
320882,2,903,"Miami-Dade","Little Haiti","Far",1,9,150,19,"15"
320953,5,8605,"Miami-Dade","Coral Gables West (NEAR UM!)","VERY CLOSE",1,3,1100,25,"15"
321045,2,8621,"Miami-Dade","Palmetto Bay","Close",1,1,2100,21,"15"
321139,2,1103,"Miami-Dade","Coconut Grove","Very Close",1,3,2200,25,"15"
321187,2,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,2,2500,22,"15"
321187,2,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,2,2500,22,"15"
321268,2,8619,"Miami-Dade","Homestead","Far",1,1,1700,23,"15"
321420,1,1398,"Broward","Broward PUMA 1398","N/A",1,1,400,28,"15"
321454,1,8617,"Miami-Dade","Southwest Miami-Dade","Far",1,1,3100,20,"15"
321575,2,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,2,1400,24,"15"
321880,2,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,1,2000,29,"15"
322079,3,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,1,2600,21,"15"
322079,3,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,1,2600,19,"15"
322198,5,8618,"Miami-Dade","Kendall South","Moderate",1,4,2800,30,"15"
322232,4,5701,"Palm Beach","Palm Beach PUMA 5701","N/A",1,1,1100,22,"15"
322237,3,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,9,2400,18,"15"
322385,2,1105,"Miami-Dade","West Miami","Moderate",1,1,1900,24,"15"
322471,1,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,1,990,23,"15"
322629,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,1400,22,"15"
322629,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,1400,22,"15"
322629,3,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,3,1400,22,"15"
322646,3,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,2,1700,18,"15"
322729,2,8608,"Miami-Dade","Kendall West","Moderate",1,1,1700,26,"16"
322856,2,8604,"Miami-Dade","Miami-Dade PUMA 8604","N/A",1,1,1800,18,"15"
322959,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1300,21,"15"
322959,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1300,21,"15"
323081,3,1902,"Palm Beach","Palm Beach PUMA 1902","N/A",1,2,1100,21,"15"
323469,3,8622,"Miami-Dade","Cutler Bay South","Far",1,9,2400,25,"15"
323583,3,8614,"Miami-Dade","Kendall Dadeland","Moderate",1,3,3600,27,"16"
323753,2,1106,"Miami-Dade","Doral","Moderate",1,2,1500,30,"16"
323777,1,1115,"Miami-Dade","Miami-Dade PUMA 1115","N/A",1,1,1500,19,"15"
323804,2,5707,"Palm Beach","Palm Beach PUMA 5707","N/A",1,2,1700,21,"15"
324033,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1800,23,"15"
324033,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1800,23,"16"
324219,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,2300,24,"16"
324219,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,2300,20,"15"
324264,5,8619,"Miami-Dade","Homestead","Far",1,3,3600,26,"15"
324295,3,2102,"Palm Beach","Palm Beach PUMA 2102","N/A",1,3,2000,23,"16"
324441,3,8613,"Miami-Dade","Pinecrest","Close",1,1,1400,27,"15"
324537,4,500,"Miami-Dade","Miami-Dade PUMA 500","N/A",1,4,1300,19,"15"
324724,2,1108,"Miami-Dade","Kendall Lakes","Moderate",1,2,3000,26,"15"
324788,3,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,2,1800,24,"16"
324796,3,902,"Miami-Dade","Miami Shores","Far",1,3,1600,23,"15"
324869,5,8609,"Miami-Dade","Miami-Dade PUMA 8609","N/A",1,1,950,19,"15"
325105,2,1101,"Miami-Dade","Miami-Dade PUMA 1101","N/A",1,2,2600,25,"16"
325148,2,8607,"Miami-Dade","Kendall Sunset","Moderate",1,2,2300,28,"16"
325165,2,1105,"Miami-Dade","West Miami","Moderate",1,2,1900,21,"15"
325165,2,1105,"Miami-Dade","West Miami","Moderate",1,2,1900,23,"15"
325361,2,1106,"Miami-Dade","Doral","Moderate",1,1,2200,25,"16"
325547,2,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,2100,26,"16"
325672,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1200,21,"15"
325672,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,2,1200,20,"15"
325737,2,5704,"Palm Beach","Palm Beach PUMA 5704","N/A",1,2,1500,18,"15"
325933,3,8615,"Miami-Dade","Kendall Hammocks","Moderate",1,1,2500,20,"15"
326217,3,2101,"Palm Beach","Palm Beach PUMA 2101","N/A",1,3,3800,18,"15"
326236,4,8601,"Miami-Dade","West Kendall","Moderate",1,1,1400,23,"16"
326407,4,1108,"Miami-Dade","Kendall Lakes","Moderate",1,3,1900,20,"15"
326407,4,1108,"Miami-Dade","Kendall Lakes","Moderate",1,3,1900,20,"15"
326448,2,1116,"Miami-Dade","Miami-Dade PUMA 1116","N/A",1,2,1900,22,"15"
326532,2,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,2,3000,29,"16"
326691,6,8611,"Miami-Dade","Olympia Heights","Close",1,2,1200,18,"15"
326787,1,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,9,760,24,"16"
326835,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1800,21,"15"
326835,2,101,"Miami-Dade","North Miami Beach & Aventura","Far",1,1,1800,21,"15"
326897,3,1103,"Miami-Dade","Coconut Grove","Very Close",1,2,2400,25,"16"
327145,4,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,4,2500,22,"15"
327145,4,5702,"Palm Beach","Palm Beach PUMA 5702","N/A",1,4,2500,20,"15"
327175,4,8618,"Miami-Dade","Kendall South","Moderate",1,2,4300,20,"15"
327175,4,8618,"Miami-Dade","Kendall South","Moderate",1,2,4300,20,"15"
327181,1,8602,"Miami-Dade","Coral Gables East (NEAR UM!)","VERY CLOSE",1,9,2400,26,"16"
327491,2,904,"Miami-Dade","Allapattah","Far",1,2,1500,30,"15"
327632,2,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,2,3200,20,"15"
327632,2,5710,"Palm Beach","Palm Beach PUMA 5710","N/A",1,2,3200,21,"15"
327706,2,8616,"Miami-Dade","Kendall Central","Moderate",1,1,1800,28,"16"
327769,3,8618,"Miami-Dade","Kendall South","Moderate",1,2,1500,19,"15"
327826,4,8601,"Miami-Dade","West Kendall","Moderate",1,4,1300,21,"15"
327833,4,1114,"Miami-Dade","Miami-Dade PUMA 1114","N/A",1,3,2900,27,"15"
328052,2,5704,"Palm Beach","Palm Beach PUMA 5704","N/A",1,2,1200,19,"15"
328052,2,5704,"Palm Beach","Palm Beach PUMA 5704","N/A",1,2,1200,18,"15"
328073,3,2101,"Palm Beach","Palm Beach PUMA 2101","N/A",1,4,3400,18,"15"
328080,4,500,"Miami-Dade","Miami-Dade PUMA 500","N/A",1,1,1100,23,"15"
328142,5,8622,"Miami-Dade","Cutler Bay South","Far",1,4,3200,26,"15"
328246,2,5705,"Palm Beach","Palm Beach PUMA 5705","N/A",1,2,910,21,"15"
